TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSincePrevTransaction,TransactionHour,TransactionDayOfWeek,CustomerAge_encoded,AccountBalance_encoded,Target
16.014414884193798,Debit,ATM,70.00000834465027,Doctor,81.0,308.0,5112.2099609375,3.9120879120879124,0.25999999046325684,1.0,2,0,0
16.39188054627747,Debit,ATM,68.00000810623169,Doctor,141.0,308.0,13758.91015625,3.0659340659340657,0.25999999046325684,1.0,2,3,2
16.131359931090547,Debit,Online,19.0000022649765,Student,56.0,308.0,1122.3499755859375,2.9230769230769234,1919.1099853515623,0.0,1,2,1
16.192031687119997,Debit,Online,26.00000309944153,Student,25.000000000000004,308.0,8569.0595703125,3.6483516483516487,0.25999999046325684,4.0,1,3,0
16.013747817619333,Credit,Online,45.00000536441803,Student,198.0,308.0,7429.39990234375,1.8461538461538458,959.6849926710129,0.0,0,4,0
16.09577611823378,Debit,ATM,18.000002145767212,Student,172.0,308.0,781.6799926757812,4.0,959.6849926710129,0.0,1,2,1
16.007108424301297,Credit,ATM,37.00000441074371,Doctor,139.0,308.0,13316.7099609375,4.516483516483516,0.25999999046325684,2.0,0,3,2
16.178398519409292,Credit,Branch,67.0000079870224,Retired,291.0,308.0,2796.239990234375,3.615384615384616,959.6849926710129,0.0,2,1,1
16.110451576907955,Credit,Branch,51.00000607967377,Engineer,86.0,308.0,9095.1396484375,4.142857142857143,0.25999999046325684,1.0,0,3,2
16.850196761815845,Debit,ATM,55.000006556510925,Doctor,120.0,308.0,1021.8800048828125,4.032967032967033,0.25999999046325684,4.0,0,2,1
16.018260938405653,Credit,Online,52.00000619888306,Engineer,59.00000000000001,308.0,7599.52001953125,4.21978021978022,0.25999999046325684,1.0,0,4,0
16.197785137691508,Debit,Online,21.00000250339508,Student,173.0,308.0,1528.81005859375,4.615384615384616,959.6849926710129,0.0,1,1,1
16.515162720164597,Credit,Branch,24.00000286102295,Student,111.0,308.0,1620.02001953125,3.2857142857142856,959.6849926710129,2.0,1,1,1
16.814550398141826,Debit,ATM,26.00000309944153,Student,123.0,308.0,189.69000244140625,1.4615384615384612,0.25999999046325684,0.0,1,2,1
16.173781178075078,Debit,Online,18.000002145767212,Student,134.0,308.0,299.92999267578125,4.538461538461538,0.25999999046325684,0.0,1,2,1
16.484863346030696,Debit,ATM,36.000004291534424,Engineer,129.0,308.0,3465.5400390625,1.2197802197802194,0.25999999046325684,1.0,0,0,1
